"CodeC","NomC","PrenomC","RueC","CPC","VilleC","RegionC","CodeSoc"
4297,"Laurent","Amandine","177 Quai Victor Schoelcher","73806","Caen","Martinique","70764427420396"
4298,"Roux","Thomas","6 Allée Louis Pasteur","26948","Saint-Étienne","Guadeloupe","81733609671726"
4299,"Andre","Maxime","3 Allée Jacques Brel","68727","Amiens","Bourgogne-Franche-Comté","43827090058413"
4300,"Laurent","Céline","34 Rue Victor Hugo","62388","Reims","Guyane","43291734827172"
4301,"Legrand","Céline","20 Boulevard Voltaire","42348","Saint-Étienne","Bretagne","70706267600394"
4302,"Durand","Pauline","68 Impasse Victor Hugo","16505","Grenoble","Bretagne","01932040227152"
4303,"Caron","Julie","183 Avenue Charles de Gaulle","27801","Strasbourg","Guyane","23702603747271"
4304,"Roux","Michel","84 Allée Jean Moulin","69509","Dijon","Bretagne","36566521787352"
4305,"Garcia","Isabelle","83 Allée Jacques Brel","68562","Metz","Guadeloupe","57974068550358"
4306,"Pages","Léa","161 Rue Jean Jaurès","50873","Angers","Occitanie","94432882794908"
4307,"Pages","Sophie","74 Avenue Charles de Gaulle","66937","Metz","Hauts-de-France","19923755772488"
4308,"Brun","Julie","111 Route Jacques Brel","40311","Le Havre","Mayotte","47652995181804"
4309,"Henry","Laura","67 Rue Victor Schoelcher","23230","Nîmes","Mayotte","95383104474722"
4310,"Caron","Nathalie","189 Avenue Victor Schoelcher","54048","Mulhouse","Auvergne-Rhône-Alpes",""
4311,"Lopez","Céline","147 Quai Victor Hugo","18866","Nantes","Grand Est","43827090058413"
4312,"Girard","Chloé","156 Allée Louis Pasteur","60413","Le Havre","Bretagne","09928280626060"
4313,"Nguyen","Camille","98 Quai Voltaire","47324","Caen","Corse","33190753685661"
4314,"Laurent","Emma","33 Place Victor Schoelcher","61963","Toulon","La Réunion","17801775122923"
4315,"Muller","Isabelle","39 Impasse Voltaire","52362","Toulouse","Centre-Val de Loire","05773163223646"
4316,"Michel","Pauline","137 Place Molière","62858","Nantes","Corse","67657098626032"
4317,"Colin","Léa","6 Quai Jean Moulin","42821","Marseille","Corse","17801775122923"
4318,"Bernard","Chloé","82 Impasse Molière","51730","Besançon","Occitanie","32398305282255"
4319,"Lefebvre","Sophie","169 Rue Jean Jaurès","65918","Nice","Bretagne","86106490855591"
4320,"Blanc","Thomas","169 Rue Jean Jaurès","57103","Le Havre","Normandie","00438036565925"
4321,"Robert","Nicolas","66 Allée Victor Schoelcher","30672","Lille","Bretagne","65120453634252"
4322,"Guerin","Antoine","99 Place Charles de Gaulle","67923","Paris","Bretagne","33190753685661"
4323,"Roux","Thomas","149 Boulevard Jacques Brel","56627","Angers","Provence-Alpes-Côte d’Azur","70764427420396"
4324,"Petit","Julien","41 Route Louis Pasteur","16007","Mulhouse","Centre-Val de Loire","30604422487356"
4325,"Nguyen","Anne","48 Place Victor Hugo","98976","Grenoble","Auvergne-Rhône-Alpes","67657098626032"
4326,"Legrand","François","44 Impasse Victor Schoelcher","44533","Bordeaux","Île-de-France","00438036565925"
4327,"Henry","Camille","99 Allée Jean Jaurès","17954","Bordeaux","Martinique","05715048149270"
4328,"Muller","Maxime","188 Quai Jean Jaurès","97523","Paris","Normandie","09928280626060"
4329,"Fournier","Julie","53 Place Voltaire","22335","Marseille","Centre-Val de Loire","14594070227128"
4330,"Andre","Emma","1 Quai Jean Jaurès","70636","Nice","Occitanie","94432882794908"
4331,"Lefebvre","Nicolas","162 Quai Victor Schoelcher","74447","Mulhouse","Bourgogne-Franche-Comté","15876428665752"
4332,"Bernard","Julien","166 Allée Victor Schoelcher","30261","Marseille","Hauts-de-France","65120453634252"
4333,"Blanc","Laura","100 Allée Jean Moulin","44480","Rennes","Bourgogne-Franche-Comté","31999680299809"
4334,"Muller","Paul","71 Avenue Voltaire","98515","Besançon","Grand Est","79192922630073"
4335,"Guerin","Laura","146 Rue Jacques Brel","71664","Rennes","Corse","54388501786134"
4336,"Colin","Maxime","21 Chemin Charles de Gaulle","47227","Saint-Étienne","Mayotte","04735123277383"
4337,"Lefebvre","Sophie","177 Impasse Louis Pasteur","66829","Montpellier","Guadeloupe","04610231122399"
4338,"Legrand","Marie","40 Impasse Jean Moulin","14378","Nantes","Provence-Alpes-Côte d’Azur","67657098626032"
4339,"Guerin","Noémie","74 Rue Jacques Brel","94699","Paris","Nouvelle-Aquitaine","56449932455319"
4340,"Roux","Nathalie","17 Quai Jean Moulin","40676","Limoges","Occitanie","08687836066632"
4341,"Lopez","Sophie","152 Allée Louis Pasteur","11770","Limoges","Grand Est","96387306481882"
4342,"Dupont","Thomas","9 Boulevard Jean Moulin","78213","Strasbourg","Bretagne","24993539596049"
4343,"Petit","Antoine","41 Avenue Charles de Gaulle","30952","Clermont-Ferrand","Hauts-de-France","65120453634252"
4344,"Brun","Emma","133 Allée Voltaire","24585","Reims","Guyane","75391545081117"
4345,"Dupont","Emma","165 Impasse Victor Hugo","82537","Nice","Bourgogne-Franche-Comté","57779834074536"
4346,"Gautier","Léa","162 Boulevard Charles de Gaulle","76073","Besançon","Guyane","13858565243239"
4347,"Robert","Manon","50 Allée Charles de Gaulle","90284","Lille","Grand Est","85810380159007"
4348,"Henry","Michel","2 Quai Jean Jaurès","21332","Angers","Corse","63928762617136"
4349,"Simon","Emma","26 Avenue Jean Moulin","20937","Lyon","Provence-Alpes-Côte d’Azur","00364796615610"
4350,"Richard","Pauline","115 Boulevard Charles de Gaulle","66588","Limoges","Auvergne-Rhône-Alpes","09694174112176"
4351,"Blanc","Maxime","79 Route Jean Moulin","76302","Besançon","Bourgogne-Franche-Comté","00438036565925"
4352,"Dupont","François","6 Place Jean Moulin","33325","Bordeaux","Corse","06392361108712"
4353,"Marchand","Manon","101 Allée Molière","20705","Dijon","Normandie","63011734936334"
4354,"Bernard","Antoine","132 Place Victor Schoelcher","44772","Villeurbanne","Corse","90512422349210"
4355,"Richard","Amélie","156 Chemin Jean Jaurès","94124","Orléans","Grand Est","32417993074568"
4356,"Colin","Thomas","119 Boulevard Molière","68948","Montpellier","Corse","60987759179069"
4357,"Brun","Laura","99 Quai Jean Jaurès","78010","Bordeaux","Guyane","90512422349210"
4358,"Michel","Isabelle","62 Quai Jean Moulin","84332","Dijon","Normandie","70764427420396"
4359,"Pages","Noémie","120 Boulevard Voltaire","35931","Caen","Martinique","57218354531669"
4360,"Moreau","Amélie","80 Chemin Jean Moulin","50159","Clermont-Ferrand","Occitanie","43827090058413"
4361,"Dupont","François","73 Quai Jean Jaurès","96423","Besançon","Nouvelle-Aquitaine","72134841865843"
4362,"Roux","Marie","15 Route Charles de Gaulle","98056","Nantes","La Réunion","70706267600394"
4363,"Legrand","Paul","157 Place Louis Pasteur","43930","Limoges","La Réunion","84684016768848"
4364,"Muller","Jean","134 Impasse Jean Moulin","74624","Clermont-Ferrand","Centre-Val de Loire","63928762617136"
4365,"Gonzalez","Élise","114 Avenue Charles de Gaulle","11719","Villeurbanne","Bretagne","57974068550358"
4366,"Moreau","Isabelle","152 Chemin Charles de Gaulle","87782","Montpellier","Centre-Val de Loire","93564193410356"
4367,"Gonzalez","Marie","80 Rue Jacques Brel","55980","Amiens","Nouvelle-Aquitaine","17719979544279"
4368,"Pages","Julie","123 Boulevard Victor Hugo","65179","Toulon","Bretagne","05715048149270"
4369,"Henry","Lucie","53 Rue Victor Hugo","74738","Nantes","Provence-Alpes-Côte d’Azur","97183284872941"
4370,"Nguyen","Manon","96 Boulevard Jacques Brel","63900","Amiens","Grand Est","84214828874109"
4371,"Legrand","Lucie","188 Impasse Jean Jaurès","31846","Dijon","Guyane","57974068550358"
4372,"Blanc","Marie","160 Route Louis Pasteur","26168","Limoges","Centre-Val de Loire","89375764749478"
4373,"Fournier","Amélie","61 Allée Victor Schoelcher","47531","Mulhouse","Nouvelle-Aquitaine","09694174112176"
4374,"Andre","Laura","27 Rue Molière","37383","Marseille","Auvergne-Rhône-Alpes","89109933641235"
4375,"Durand","Anne","144 Rue Victor Hugo","93926","Saint-Étienne","Centre-Val de Loire","60987759179069"
4376,"Nguyen","Noémie","57 Boulevard Voltaire","62124","Rennes","Île-de-France","13281878975890"
4377,"Michel","Lucie","93 Avenue Jean Jaurès","32993","Angers","Nouvelle-Aquitaine","65120453634252"
4378,"Colin","Pierre","172 Impasse Molière","10728","Strasbourg","Auvergne-Rhône-Alpes","22333638411332"
4379,"Lefebvre","Chloé","126 Chemin Jacques Brel","75309","Angers","Auvergne-Rhône-Alpes","57218354531669"
4380,"Dupont","Michel","93 Place Voltaire","19456","Metz","Hauts-de-France","75391545081117"
4381,"Bernard","Maxime","45 Quai Victor Hugo","91543","Saint-Étienne","Nouvelle-Aquitaine","63360118796116"
4382,"Henry","Pauline","185 Avenue Victor Hugo","89139","Grenoble","Provence-Alpes-Côte d’Azur","56449932455319"
4383,"Dupont","Manon","145 Rue Victor Hugo","54713","Nice","Normandie","02861312100550"
4384,"Garcia","Claire","35 Route Jean Jaurès","19162","Rouen","Centre-Val de Loire","98754787968658"
4385,"Petit","Céline","91 Place Charles de Gaulle","30230","Orléans","Grand Est","05979744576722"
4386,"Brun","Michel","127 Impasse Charles de Gaulle","72817","Metz","Grand Est","46959993123437"
4387,"Bernard","Isabelle","40 Boulevard Molière","66204","Lille","Mayotte","17801775122923"
4388,"Roux","Laura","146 Boulevard Voltaire","13221","Metz","Auvergne-Rhône-Alpes","82452517080259"
4389,"Nguyen","Camille","163 Chemin Louis Pasteur","52555","Rennes","Guyane","81733609671726"
4390,"Petit","Noémie","49 Place Jean Jaurès","83579","Nice","Pays de la Loire","13281878975890"
4391,"Dupont","Lucie","71 Avenue Jean Jaurès","96162","Nice","Mayotte","63360118796116"
4392,"Simon","Camille","168 Place Jean Moulin","66285","Rennes","Guyane","54710810708539"
4393,"Blanc","Noémie","36 Allée Jacques Brel","93505","Limoges","Corse",""
4394,"Colin","Nicolas","184 Route Charles de Gaulle","66996","Nantes","Pays de la Loire","09694174112176"
4395,"Blanc","Lucie","148 Chemin Voltaire","25063","Nancy","Corse","76501921255004"
4396,"Gautier","Céline","16 Impasse Jean Moulin","89669","Lyon","Nouvelle-Aquitaine","79428033165246"
4397,"Laurent","Claire","182 Route Jean Moulin","58577","Strasbourg","Hauts-de-France","05979744576722"
4398,"Moreau","Pauline","94 Quai Jacques Brel","70179","Besançon","Guadeloupe","89375764749478"
4399,"Dupont","Pierre","41 Route Jacques Brel","55431","Montpellier","Nouvelle-Aquitaine","32398305282255"
4400,"Robert","Camille","129 Avenue Jean Jaurès","47907","Strasbourg","Martinique","01932040227152"
4401,"Robert","François","73 Impasse Charles de Gaulle","56053","Rouen","Bourgogne-Franche-Comté","43827090058413"
4402,"Roux","Nicolas","191 Quai Jacques Brel","82649","Reims","Centre-Val de Loire","15359346045477"
4403,"Guerin","Anne","144 Boulevard Voltaire","13061","Caen","Hauts-de-France","17801775122923"
4404,"Nguyen","Chloé","132 Rue Molière","63521","Amiens","Mayotte","08687836066632"
4405,"Gonzalez","Pierre","26 Boulevard Jean Moulin","71106","Nîmes","Normandie","61488919418993"
4406,"Brun","Noémie","36 Boulevard Louis Pasteur","58456","Toulon","Mayotte","79428033165246"
4407,"Dupont","Isabelle","69 Quai Victor Schoelcher","88218","Dijon","Guyane","46959993123437"
4408,"Marchand","Marie","32 Impasse Charles de Gaulle","42101","Marseille","Grand Est","94432882794908"
4409,"Petit","Jean","158 Rue Jean Jaurès","55400","Amiens","Mayotte","89109933641235"
4410,"Legrand","Noémie","166 Avenue Louis Pasteur","84561","Reims","Bourgogne-Franche-Comté","84684016768848"
4411,"Caron","Élise","103 Avenue Louis Pasteur","85909","Rennes","Centre-Val de Loire","24497594662371"
4412,"Laurent","Léa","127 Boulevard Molière","58228","Reims","Bourgogne-Franche-Comté","46273068990998"
4413,"Andre","Michel","3 Allée Victor Hugo","80046","Marseille","Pays de la Loire","25974637506841"
4414,"Garcia","Jean","53 Quai Jean Jaurès","13916","Metz","Pays de la Loire","02861312100550"
4415,"Richard","Céline","121 Place Victor Hugo","11009","Rennes","Guyane","43827090058413"
4416,"Dupont","Claire","116 Allée Louis Pasteur","85053","Reims","Mayotte","29594322758489"
4417,"Roux","Paul","186 Place Jean Jaurès","61499","Caen","Provence-Alpes-Côte d’Azur","02861312100550"
4418,"Fournier","Paul","54 Impasse Molière","77731","Nîmes","Martinique","79192922630073"
4419,"Legrand","Lucie","67 Boulevard Victor Hugo","55103","Toulouse","Auvergne-Rhône-Alpes","89375764749478"
4420,"Pages","Élise","172 Quai Jacques Brel","44230","Mulhouse","Occitanie","61488919418993"
4421,"Durand","Amélie","188 Impasse Molière","68285","Clermont-Ferrand","Auvergne-Rhône-Alpes","24497594662371"
4422,"Lopez","Camille","55 Boulevard Jean Moulin","74757","Bordeaux","Mayotte","27259428908923"
4423,"Gautier","Claire","2 Chemin Molière","59675","Angers","Guadeloupe","43827090058413"
4424,"Marchand","Manon","63 Chemin Charles de Gaulle","57273","Bordeaux","Centre-Val de Loire","65120453634252"
4425,"Marchand","Sophie","187 Rue Molière","13402","Mulhouse","Corse","44145359909788"
4426,"Fournier","Céline","57 Boulevard Voltaire","52280","Limoges","Grand Est","36566521787352"
4427,"Michel","Marie","37 Avenue Molière","83564","Nîmes","Bourgogne-Franche-Comté","20031384484708"
4428,"Fournier","Amandine","50 Allée Victor Hugo","12103","Grenoble","Hauts-de-France","82452517080259"
4429,"Gautier","Isabelle","182 Avenue Charles de Gaulle","44735","Amiens","Pays de la Loire","46273068990998"
4430,"Dupont","Claire","176 Quai Louis Pasteur","46233","Lyon","Auvergne-Rhône-Alpes","08687836066632"
4431,"Durand","Isabelle","91 Avenue Louis Pasteur","76255","Besançon","Martinique","57218354531669"
4432,"Caron","Marie","10 Impasse Voltaire","12738","Saint-Étienne","Martinique","85810380159007"
4433,"Gonzalez","Nathalie","184 Route Charles de Gaulle","43987","Nice","Guadeloupe","17719979544279"
4434,"Robert","Manon","13 Route Victor Schoelcher","88189","Caen","Nouvelle-Aquitaine","17719979544279"
4435,"Nguyen","Élise","10 Place Jean Moulin","67273","Mulhouse","Martinique","60987759179069"
4436,"Roux","Manon","81 Avenue Jean Moulin","78558","Bordeaux","Nouvelle-Aquitaine","90905462481801"
4437,"Caron","Nicolas","41 Chemin Jacques Brel","81844","Amiens","Île-de-France","89109933641235"
4438,"Guerin","Claire","105 Allée Jacques Brel","56652","Mulhouse","Bourgogne-Franche-Comté","47652995181804"
4439,"Gonzalez","Paul","73 Route Victor Schoelcher","55718","Marseille","Occitanie","15876428665752"
4440,"Colin","Élise","72 Place Victor Hugo","40639","Nice","Normandie",""
4441,"Blanc","Emma","159 Chemin Victor Schoelcher","10196","Nancy","Grand Est","19503484523074"
4442,"Caron","Anne","159 Chemin Voltaire","68234","Lille","Bourgogne-Franche-Comté","32417993074568"
4443,"Gonzalez","Laura","71 Place Charles de Gaulle","24316","Villeurbanne","Corse","39932279113889"
4444,"Brun","Élise","24 Quai Jean Jaurès","23719","Mulhouse","Île-de-France","00364796615610"
4445,"Marchand","Claire","10 Boulevard Charles de Gaulle","19894","Nantes","Nouvelle-Aquitaine","30604422487356"
4446,"Legrand","Amélie","164 Allée Jean Moulin","21104","Reims","Martinique","98754787968658"
4447,"Moreau","Chloé","163 Allée Jean Jaurès","51031","Toulon","Guadeloupe","20031384484708"
4448,"Andre","Michel","114 Route Victor Hugo","65761","Mulhouse","Corse","57779834074536"
4449,"Robert","Thomas","149 Place Jean Jaurès","47518","Saint-Étienne","Centre-Val de Loire","61488919418993"
4450,"Nguyen","Anne","199 Rue Victor Schoelcher","58289","Nantes","Grand Est","96387306481882"
4451,"Andre","Michel","132 Avenue Louis Pasteur","30544","Le Havre","Guadeloupe","60987759179069"
4452,"Richard","Julien","198 Quai Jean Moulin","23279","Toulon","Hauts-de-France","43138290477010"
4453,"Caron","Lucie","166 Rue Jacques Brel","89473","Lille","Nouvelle-Aquitaine","30008636608116"
4454,"Legrand","Pauline","55 Boulevard Jacques Brel","39004","Nîmes","Hauts-de-France","27708134017679"
4455,"Dupont","Sophie","159 Quai Molière","39604","Amiens","Guadeloupe","96387306481882"
4456,"Simon","Manon","194 Quai Victor Hugo","25226","Caen","Île-de-France","13281878975890"
4457,"Blanc","Emma","188 Place Molière","32227","Montpellier","La Réunion","04610231122399"
4458,"Bernard","Nicolas","162 Boulevard Voltaire","25775","Limoges","Provence-Alpes-Côte d’Azur","46273068990998"
4459,"Muller","Michel","60 Rue Jean Moulin","62035","Toulouse","Pays de la Loire","60987759179069"
4460,"Nguyen","Manon","88 Impasse Charles de Gaulle","19870","Limoges","Grand Est","03008720802854"
4461,"Fournier","Antoine","61 Route Victor Hugo","55175","Lyon","La Réunion","13281878975890"
4462,"Colin","Laura","198 Route Jean Jaurès","41199","Nantes","Guyane","57525157807075"
4463,"Muller","Amélie","91 Chemin Victor Hugo","16221","Limoges","Grand Est","24497594662371"
4464,"Lefebvre","Antoine","3 Boulevard Jacques Brel","41957","Metz","Martinique","70764427420396"
4465,"Garcia","Laura","35 Avenue Charles de Gaulle","15675","Amiens","La Réunion","95383104474722"
4466,"Henry","Céline","53 Avenue Victor Hugo","26704","Limoges","Bretagne","05773163223646"
4467,"Bernard","Noémie","172 Impasse Jean Moulin","19660","Metz","Corse","79192922630073"
4468,"Colin","Emma","8 Chemin Voltaire","63317","Angers","Hauts-de-France","97183284872941"
4469,"Pages","Thomas","153 Rue Victor Schoelcher","35116","Angers","Pays de la Loire","84684016768848"
4470,"Garcia","Maxime","183 Rue Jean Jaurès","35914","Le Havre","Île-de-France","31999680299809"
4471,"Fournier","Camille","61 Rue Jean Jaurès","40183","Lille","Nouvelle-Aquitaine","09694174112176"
4472,"Colin","Sophie","105 Avenue Jean Jaurès","98201","Nice","Guyane","24497594662371"
